UID         PID   PPID  C STIME TTY          TIME CMD
root      60226      2  0 11:20 ?        00:00:00 [kworker/23:2]
root      60564      2  0 11:21 ?        00:00:00 [kworker/3:1]
nrose619  62345 232256  0 11:24 pts/32   00:00:00 -bash
root      65649   2477  0 11:31 ?        00:00:00 sshd: fengqi [priv]
fengqi    65676  65649  0 11:32 ?        00:00:00 sshd: fengqi@pts/33
fengqi    65677  65676  0 11:32 pts/33   00:00:00 -bash
root      66381   2477  0 11:33 ?        00:00:00 sshd: ghitamor [priv]
ghitamor  66487  66381  0 11:33 ?        00:00:00 sshd: ghitamor@pts/37
ghitamor  66489  66487  0 11:33 pts/37   00:00:00 -bash
root      67998   2477  0 11:37 ?        00:00:00 sshd: kathleenmoran [priv]
kathlee+  68160  67998  0 11:37 ?        00:00:00 sshd: kathleenmoran@pts/38
kathlee+  68164  68160  0 11:37 pts/38   00:00:00 -bash
rmcbray+  69122  46577  0 11:39 pts/23   00:00:00 emacs hw1.cpp
root      70734      2  0  2019 ?        00:00:00 [kworker/31:1H]
root      70933   2477  0 11:42 ?        00:00:00 sshd: nberg002 [priv]
nberg002  71261  70933  0 11:43 ?        00:00:00 sshd: nberg002@pts/44
nberg002  71263  71261  0 11:43 pts/44   00:00:00 -bash
root      73749   2477  0 11:48 ?        00:00:00 sshd: vabowen [priv]
vabowen   73832  73749  0 11:48 ?        00:00:00 sshd: vabowen@pts/45
vabowen   73833  73832  0 11:48 pts/45   00:00:00 -bash
root      75186   2477  0 11:51 ?        00:00:00 sshd: vabowen [priv]
vabowen   75296  75186  0 11:51 ?        00:00:00 sshd: vabowen@pts/47
vabowen   75297  75296  0 11:51 pts/47   00:00:00 -bash
root      75729   2477  0 11:52 ?        00:00:00 sshd: krupar [priv]
krupar    75756  75729  0 11:52 ?        00:00:02 sshd: krupar@pts/48
krupar    75757  75756  0 11:52 pts/48   00:00:00 -bash
vabowen   76384  73833  0 11:53 pts/45   00:00:00 less /course/cs3650/help/unix-help.txt
root      80415      2  0  2019 ?        00:00:00 [kworker/24:1H]
root      92622   2477  0 12:00 ?        00:00:00 sshd: loganmednick [priv]
loganme+  93505  92622  0 12:02 ?        00:00:00 sshd: loganmednick@pts/39
loganme+  93506  93505  0 12:02 pts/39   00:00:00 -bash
root      95251      2  0 12:05 ?        00:00:00 [kworker/7:0]
root      95690      2  0 12:06 ?        00:00:00 [kworker/17:0]
root      96629   2477  0 12:11 ?        00:00:00 sshd: choe [priv]
choe      96636  96629  0 12:11 ?        00:00:00 sshd: choe@pts/21
choe      96637  96636  0 12:11 pts/21   00:00:00 -bash
root      96998   2477  0 12:12 ?        00:00:00 sshd: lehmer16 [priv]
lehmer16  97017  96998  0 12:12 ?        00:00:00 sshd: lehmer16@pts/46
lehmer16  97018  97017  0 12:12 pts/46   00:00:00 -bash
root      97180   2477  0 12:13 ?        00:00:00 sshd: melina7890 [priv]
melina7+  97192  97180  0 12:13 ?        00:00:00 sshd: melina7890@pts/49
melina7+  97193  97192  0 12:13 pts/49   00:00:00 -bash
root      97320      2  0  2019 ?        00:00:00 [kworker/35:1H]
root      97342   2477  0 12:14 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+  97359  97342  0 12:14 ?        00:00:00 sshd: sharonhe98@notty
sharonh+  97360  97359  0 12:14 ?        00:00:00 /usr/libexec/openssh/sftp-server
root      97362      2  0  2019 ?        00:00:00 [kworker/46:1H]
root      97881   2477  0 12:15 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+  97883  97881  0 12:15 ?        00:00:03 sshd: tsengjonathan@notty
tsengjo+  97884  97883  0 12:15 ?        00:00:00 bash
tsengjo+  97932  47409  1 12:15 ?        00:01:16 /home/tsengjonathan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/tsengjonathan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/home/tsengjonathan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/vs/server/uriTransformer.js
tsengjo+  97943  47409  0 12:15 ?        00:00:00 /home/tsengjonathan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/node /home/tsengjonathan/.vscode-server/bin/26076a4de974ead31f97692a0d32f90d735645c0/out/bootstrap-fork --type=watcherService
tsengjo+  97958  97932 98 12:15 pts/2    01:29:31 /bin/zsh
root      98988      2  0 12:19 ?        00:00:00 [kworker/13:0]
root      99569      2  0 12:24 ?        00:00:00 [kworker/34:2]
root      99983   2477  0 12:27 ?        00:00:00 sshd: danijj89 [priv]
root      99994      2  0 12:27 ?        00:00:00 [kworker/33:2]
danijj89 100005  99983  0 12:27 ?        00:00:00 sshd: danijj89@pts/30
danijj89 100006 100005  0 12:27 pts/30   00:00:00 -bash
nrose619 100486 232256  0 12:30 pts/40   00:00:00 -bash
choe     100864  96637  0 12:32 pts/21   00:00:00 vim lab04.cpp
root     101707   2477  0 12:39 ?        00:00:00 sshd: magurman [priv]
magurman 101715 101707  0 12:39 ?        00:00:00 sshd: magurman@pts/9
magurman 101716 101715  0 12:39 pts/9    00:00:00 -bash
root     102571   2477  0 12:44 ?        00:00:00 sshd: vasireddy [priv]
vasired+ 102595 102571  0 12:44 ?        00:00:00 sshd: vasireddy@pts/14
vasired+ 102599 102595  0 12:44 pts/14   00:00:00 ssh -A vasireddy@vdi-linux-030.ccs.neu.edu
root     102886      2  0 12:46 ?        00:00:00 [kworker/3:0]
root     102899   2477  0 12:46 ?        00:00:00 sshd: swati2702 [priv]
swati27+ 102941 102899  0 12:46 ?        00:00:00 sshd: swati2702@pts/34
swati27+ 102942 102941  0 12:46 pts/34   00:00:00 -bash
root     104195   2477  0 12:54 ?        00:00:00 sshd: emanolios [priv]
emanoli+ 104317 104195  0 12:55 ?        00:00:00 sshd: emanolios@pts/15
emanoli+ 104318 104317  0 12:55 pts/15   00:00:00 -bash
melina7+ 104426  97193  0 12:56 pts/49   00:00:00 vim HW1.cpp
root     104781      2  0 12:58 ?        00:00:00 [kworker/21:1]
root     104789      2  0 12:58 ?        00:00:00 [kworker/20:2]
root     104867      2  0 12:58 ?        00:00:00 [kworker/36:1]
root     104952   2477  0 12:59 ?        00:00:00 sshd: jethrosun [priv]
jethros+ 104965 104952  0 12:59 ?        00:00:00 sshd: jethrosun@pts/7
jethros+ 104966 104965  0 12:59 pts/7    00:00:00 -bash
jethros+ 105036 104966  0 12:59 pts/7    00:00:00 ssh saul
root     105809   2477  0 13:04 ?        00:00:00 sshd: jaison [priv]
root     105891      2  0 13:05 ?        00:00:00 [kworker/38:2]
jaison   105922 105809  0 13:05 ?        00:00:00 sshd: jaison@pts/50
jaison   105924 105922  0 13:05 pts/50   00:00:00 -bash
root     106045   2477  0 13:06 ?        00:00:00 sshd: jethrosun [priv]
jethros+ 106058 106045  0 13:06 ?        00:00:00 sshd: jethrosun@pts/51
jethros+ 106059 106058  0 13:06 pts/51   00:00:00 -bash
jethros+ 106127 106059  0 13:06 pts/51   00:00:00 ssh tuco
root     106182      2  0 13:06 ?        00:00:00 [kworker/34:0]
root     106340   2477  0 13:07 ?        00:00:00 sshd: evanarmstrong [priv]
evanarm+ 106370 106340  0 13:07 ?        00:00:00 sshd: evanarmstrong@pts/25
evanarm+ 106371 106370  0 13:07 pts/25   00:00:00 -bash
root     106603      2  0 13:09 ?        00:00:00 [kworker/5:2]
root     106797      2  0 13:10 ?        00:00:00 [kworker/30:1]
root     106813   2477  0 13:10 ?        00:00:00 sshd: dhavalparmar [priv]
dhavalp+ 106825 106813  0 13:10 ?        00:00:00 sshd: dhavalparmar@pts/3
dhavalp+ 106826 106825  0 13:10 pts/3    00:00:00 -bash
root     106878      2  0 13:10 ?        00:00:00 [kworker/12:2]
root     107191   2477  0 13:12 ?        00:00:00 sshd: xinyuglhf [priv]
xinyugl+ 107292 107191  0 13:12 ?        00:00:00 sshd: xinyuglhf@pts/54
xinyugl+ 107293 107292  0 13:12 pts/54   00:00:00 -bash
root     107412      2  0 13:13 ?        00:00:00 [kworker/0:0]
root     107483      2  0 13:13 ?        00:00:00 [kworker/13:2]
root     107485      2  0 13:13 ?        00:00:00 [kworker/20:1]
root     108115   2477  0 13:17 ?        00:00:00 sshd: kyleacmooney [priv]
kyleacm+ 108122 108115  0 13:17 ?        00:00:01 sshd: kyleacmooney@pts/43
kyleacm+ 108124 108122  0 13:17 pts/43   00:00:00 -bash
root     108239   2477  0 13:18 ?        00:00:00 sshd: swati2702 [priv]
swati27+ 108254 108239  0 13:18 ?        00:00:00 sshd: swati2702@pts/27
swati27+ 108256 108254  0 13:18 pts/27   00:00:00 -bash
lehmer16 108581  97018  0 13:19 pts/46   00:00:00 ssh eric@maggie.ccs.neu.edu
root     108742      2  0 13:21 ?        00:00:00 [kworker/28:2]
root     108960      2  0 13:22 ?        00:00:00 [kworker/17:1]
root     109126      2  0 13:23 ?        00:00:00 [kworker/30:2]
root     109246      2  0 13:24 ?        00:00:00 [kworker/u545:1]
root     109564      2  0 13:26 ?        00:00:00 [kworker/15:1]
root     109569   2477  0 13:26 ?        00:00:00 sshd: vasireddy [priv]
vasired+ 109623 109569  0 13:26 ?        00:00:00 sshd: vasireddy@pts/26
vasired+ 109624 109623  0 13:26 pts/26   00:00:00 -bash
root     109649      2  0 13:26 ?        00:00:00 [kworker/19:2]
root     109835   2477  0 13:27 ?        00:00:00 sshd: agavazzi [priv]
agavazzi 109846 109835  0 13:27 ?        00:00:00 sshd: agavazzi@pts/42
agavazzi 109847 109846  0 13:27 pts/42   00:00:00 -bash
root     110512   2477  0 13:31 ?        00:00:00 sshd: pjd [priv]
pjd      110517 110512  0 13:31 ?        00:00:00 sshd: pjd@pts/55
pjd      110518 110517  0 13:31 pts/55   00:00:00 -bash
root     110654      2  0 13:31 ?        00:00:00 [kworker/28:1]
root     110747      2  0 13:32 ?        00:00:00 [kworker/15:2]
root     110772      2  0 13:32 ?        00:00:00 [kworker/9:0]
root     110777      2  0 13:32 ?        00:00:00 [kworker/u546:1]
root     111210      2  0 13:35 ?        00:00:00 [kworker/11:2]
root     111309      2  0 13:35 ?        00:00:00 [kworker/32:0]
root     111417   2477  0 13:36 ?        00:00:00 sshd: achauhan06 [priv]
root     111424   2477  0 13:36 ?        00:00:00 sshd: chandhini101 [priv]
achauha+ 111439 111417  0 13:36 ?        00:00:00 sshd: achauhan06@pts/12
achauha+ 111441 111439  0 13:36 pts/12   00:00:00 -bash
root     111496      2  0 13:37 ?        00:00:00 [kworker/1:2]
root     111513      2  0 13:37 ?        00:00:00 [kworker/28:0]
chandhi+ 111514 111424  0 13:37 ?        00:00:00 sshd: chandhini101@pts/20
chandhi+ 111516 111514  0 13:37 pts/20   00:00:00 -bash
root     111629   2477  0 13:37 ?        00:00:00 sshd: slachance [priv]
slachan+ 111646 111629  0 13:37 ?        00:00:00 sshd: slachance@pts/31
slachan+ 111647 111646  0 13:37 pts/31   00:00:00 -bash
root     111776   2477  0 13:38 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 111781 111776  0 13:38 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 111782 111781  0 13:38 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     111903   2477  0 13:38 ?        00:00:00 sshd: soupoftheday [priv]
soupoft+ 111909 111903  0 13:38 ?        00:00:00 sshd: soupoftheday@pts/52
soupoft+ 111910 111909  0 13:38 pts/52   00:00:00 -bash
root     112097      2  0 13:39 ?        00:00:00 [kworker/29:2]
root     112204      2  0 13:39 ?        00:00:00 [kworker/u546:4]
root     112214      2  0 13:39 ?        00:00:00 [kworker/u546:5]
root     112215      2  0 13:39 ?        00:00:00 [kworker/u545:2]
root     112340   2477  0 13:40 ?        00:00:00 sshd: sharonhe98 [priv]
root     112349   2477  0 13:40 ?        00:00:00 sshd: nrose619 [priv]
sharonh+ 112356 112340  0 13:40 ?        00:00:00 sshd: sharonhe98@pts/53
sharonh+ 112357 112356  0 13:40 pts/53   00:00:00 -bash
nrose619 112407 112349  0 13:40 ?        00:00:00 sshd: nrose619@pts/56
nrose619 112408 112407  0 13:40 pts/56   00:00:00 -bash
nrose619 112456 112408  0 13:40 pts/56   00:00:00 tmux
nrose619 112457 232256  0 13:40 pts/57   00:00:00 -bash
root     112622   2477  0 13:40 ?        00:00:00 sshd: jkemly [priv]
jkemly   112631 112622  0 13:40 ?        00:00:00 sshd: jkemly@pts/58
jkemly   112632 112631  0 13:40 pts/58   00:00:00 -bash
root     112689   2477  0 13:40 ?        00:00:00 sshd: williamreed [priv]
root     112699   2477  0 13:40 ?        00:00:00 sshd: williamreed [priv]
william+ 112702 112689  0 13:40 ?        00:00:00 sshd: williamreed@pts/59
william+ 112704 112699  0 13:40 ?        00:00:00 sshd: williamreed@notty
william+ 112705 112704  0 13:40 ?        00:00:00 /usr/libexec/openssh/sftp-server
william+ 112714 112702  0 13:40 pts/59   00:00:00 -bash
root     112983   2477  0 13:42 ?        00:00:00 sshd: pbenoit [priv]
pbenoit  113025 112983  0 13:42 ?        00:00:00 sshd: pbenoit@pts/62
pbenoit  113074 113025  0 13:42 pts/62   00:00:00 -bash
root     113251      2  0 13:42 ?        00:00:00 [kworker/15:0]
postfix  113333   2958  0 13:42 ?        00:00:00 pickup -l -t unix -u
root     113339   2477  0 13:42 ?        00:00:00 sshd: guptaaka [priv]
guptaaka 113353 113339  0 13:42 ?        00:00:00 sshd: guptaaka@pts/64
guptaaka 113356 113353  0 13:43 pts/64   00:00:00 -bash
root     113460      2  0 13:43 ?        00:00:00 [kworker/7:1]
root     113542   2477  0 13:43 ?        00:00:00 sshd: choe [priv]
choe     113552 113542  0 13:43 ?        00:00:00 sshd: choe@pts/35
choe     113553 113552  0 13:43 pts/35   00:00:00 -bash
edward   113614      1  0 13:43 ?        00:00:00 bash
choe     113745 113553  0 13:44 pts/35   00:00:00 vim lab04.cpp
root     113781   2477  0 13:44 ?        00:00:00 sshd: swati2702 [priv]
swati27+ 113850 113781  0 13:44 ?        00:00:00 sshd: swati2702@pts/67
swati27+ 113851 113850  0 13:44 pts/67   00:00:00 -bash
root     114371      2  0 13:45 ?        00:00:00 [kworker/0:2]
slachan+ 114475 111647  0 13:45 pts/31   00:00:00 vim main.cpp
tsengjo+ 114495  97884  0 13:45 ?        00:00:00 sleep 180
edward   114519 113614  0 13:45 ?        00:00:00 sleep 180
krupar   114529  75757  0 13:46 pts/48   00:00:00 nano W1.cpp
chandhi+ 114554 111516  0 13:46 pts/20   00:00:00 less /course/cs3650/help/unix-help.txt
root     114574      2  0 13:46 ?        00:00:00 [kworker/u546:0]
root     114575      2  0 13:46 ?        00:00:00 [kworker/u546:2]
root     114576      2  0 13:46 ?        00:00:00 [kworker/u546:3]
root     114581      2  0 13:46 ?        00:00:00 [kworker/u546:6]
achauha+ 114662 111441  1 13:46 pts/12   00:00:00 nano ps-output.txt
root     114734   2477  1 13:46 ?        00:00:00 sshd: nbock [priv]
nbock    114780 114734  0 13:46 ?        00:00:00 sshd: nbock@pts/36
nbock    114781 114780  7 13:46 pts/36   00:00:00 -bash
xinyugl+ 114829 107293  0 13:46 pts/54   00:00:00 ps -ef
root     137243   2477  0 Jan02 ?        00:00:00 sshd: idasilva [priv]
idasilva 137248 137243  0 Jan02 ?        00:00:05 sshd: idasilva@pts/1
idasilva 137249 137248  0 Jan02 pts/1    00:00:00 -bash
root     137325 137249  0 Jan02 pts/1    00:00:00 /usr/bin/sudo su -
root     137326 137325  0 Jan02 pts/1    00:00:00 su -
root     137327 137326  0 Jan02 pts/1    00:00:00 -bash
root     138007      2  0  2019 ?        00:00:00 [kworker/46:0]
root     161481   2477  0 Jan02 ?        00:00:00 sshd: eelhami [priv]
eelhami  161485 161481  0 Jan02 ?        00:00:00 sshd: eelhami@notty
eelhami  161486 161485  0 Jan02 ?        00:00:00 /usr/libexec/openssh/sftp-server
brotibi  162002      1  0 Jan07 ?        00:00:41 tmux
brotibi  162003 162002  0 Jan07 pts/61   00:00:00 -bash
brotibi  162166 162002  0 Jan07 pts/63   00:00:00 -bash
raymond+ 162325      1  0 Jan07 ?        00:00:00 ssh-agent -s
brotibi  162467 162002  0 Jan07 pts/66   00:00:00 -bash
brotibi  163388 162002  0 Jan07 pts/68   00:00:00 -bash
root     173205      2  0 Jan07 ?        00:00:00 [kworker/25:2]
root     173209      2  0 Jan07 ?        00:00:00 [kworker/0:1]
root     173222      2  0 Jan07 ?        00:00:00 [kworker/24:2]
root     173225      2  0 Jan07 ?        00:00:00 [kworker/38:1]
root     173226      2  0 Jan07 ?        00:00:01 [kworker/16:0]
root     178992   2477  0 Jan03 ?        00:00:00 sshd: jdenman [priv]
jdenman  178999 178992  0 Jan03 ?        00:00:01 sshd: jdenman@pts/5
jdenman  179000 178999  0 Jan03 pts/5    00:00:00 -bash
root     191988      2  0 Jan07 ?        00:00:00 [kworker/41:0]
root     197529      2  0 Jan07 ?        00:00:00 [kworker/2:1]
root     201575      2  0 Jan07 ?        00:00:00 [kworker/14:2]
durwasa  202765      1  0 Jan03 ?        00:00:00 sh /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
durwasa  202773 202765  0 Jan03 ?        00:00:09 /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/node /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
root     210705      2  0 Jan07 ?        00:00:00 [kworker/40:2]
root     210711      2  0 Jan07 ?        00:00:00 [kworker/8:0]
root     210725      2  0 Jan07 ?        00:00:00 [kworker/42:0]
root     210729      2  0 Jan07 ?        00:00:00 [kworker/22:1]
root     210733      2  0 Jan07 ?        00:00:00 [kworker/45:0]
root     210735      2  0 Jan07 ?        00:00:00 [kworker/43:0]
root     210745      2  0 Jan07 ?        00:00:00 [kworker/37:1]
root     210758      2  0 Jan07 ?        00:00:01 [kworker/5:1]
root     211763      2  0 Jan07 ?        00:00:00 [kworker/18:1]
root     212641      2  0 Jan07 ?        00:00:01 [kworker/4:1]
root     214787      2  0 Jan04 ?        00:00:01 [kworker/44:1]
root     223391      1  0 Jan04 ?        00:00:03 /usr/libexec/upowerd
zrchencn 230289      1  0 Jan05 ?        00:02:22 tmux
zrchencn 230290 230289  0 Jan05 pts/6    00:00:00 -bash
zrchencn 230331 230289  0 Jan05 pts/8    00:00:00 -bash
zrchencn 230372 230289  0 Jan05 pts/10   00:00:00 -bash
zrchencn 230413 230289  0 Jan05 pts/11   00:00:00 -bash
zrchencn 230455 230290  0 Jan05 pts/6    00:00:00 zsh
zrchencn 230504 230331  0 Jan05 pts/8    00:00:00 zsh
nrose619 232256      1  0 Jan07 ?        00:00:21 tmux
nrose619 232257 232256  0 Jan07 pts/29   00:00:00 -bash
root     233017      2  0 Jan07 ?        00:00:00 [kworker/19:1]
jeanrug+ 235891      1  0 Jan05 ?        00:00:00 ssh-agent -s
root     247322      2  0 Jan07 ?        00:00:00 [kworker/18:2]
root     247323      2  0 Jan07 ?        00:00:00 [kworker/25:0]
root     247324      2  0 Jan07 ?        00:00:00 [kworker/1:1]
root     247325      2  0 Jan07 ?        00:00:00 [kworker/9:2]
root     247327      2  0 Jan07 ?        00:00:00 [kworker/21:0]
root     247328      2  0 Jan07 ?        00:00:00 [kworker/45:1]
root     247329      2  0 Jan07 ?        00:00:00 [kworker/39:1]
root     247331      2  0 Jan07 ?        00:00:00 [kworker/29:1]
root     247333      2  0 Jan07 ?        00:00:00 [kworker/11:0]
root     247334      2  0 Jan07 ?        00:00:00 [kworker/35:1]
root     247336      2  0 Jan07 ?        00:00:00 [kworker/24:1]
root     247340      2  0 Jan07 ?        00:00:00 [kworker/44:2]
root     247343      2  0 Jan07 ?        00:00:00 [kworker/40:1]
root     247344      2  0 Jan07 ?        00:00:00 [kworker/32:2]
root     247351      2  0 Jan07 ?        00:00:00 [kworker/43:1]
root     247352      2  0 Jan07 ?        00:00:00 [kworker/41:1]
root     247353      2  0 Jan07 ?        00:00:00 [kworker/7:2]
root     247354      2  0 Jan07 ?        00:00:00 [kworker/31:2]
root     247357      2  0 Jan07 ?        00:00:00 [kworker/37:0]
root     247394      2  0 Jan07 ?        00:00:00 [kworker/8:1]
root     247395      2  0 Jan07 ?        00:00:00 [kworker/47:0]
root     247396      2  0 Jan07 ?        00:00:00 [kworker/23:0]
root     247401      2  0 Jan07 ?        00:00:00 [kworker/6:0]
root     247495      2  0 Jan07 ?        00:00:00 [kworker/42:1]
root     247497      2  0 Jan07 ?        00:00:00 [kworker/46:1]
root     247499      2  0 Jan07 ?        00:00:00 [kworker/36:2]
root     247500      2  0 Jan07 ?        00:00:00 [kworker/12:1]
root     252087      2  0 Jan07 ?        00:00:00 [kworker/22:0]
root     255564      2  0 Jan07 ?        00:00:00 [kworker/39:2]
root     256615      2  0 Jan07 ?        00:00:00 [kworker/33:1]
root     257348      2  0 Jan07 ?        00:00:00 [kworker/35:0]
root     258716      2  0 Jan07 ?        00:00:00 [kworker/26:0]
root     262114      2  0 Jan07 ?        00:00:00 [kworker/2:0]
root     266358      2  0 Jan07 ?        00:00:00 [kworker/47:1]
root     267895      2  0 Jan07 ?        00:00:00 [kworker/10:0]
root     275469      2  0 01:20 ?        00:00:00 [kworker/16:2]
root     276237   2477  0 Jan06 ?        00:00:00 sshd: root@pts/13
root     276240 276237  0 Jan06 pts/13   00:00:00 -bash
node-ex+ 277515      1  6 Jan06 ?        03:23:14 /usr/local/bin/node_exporter --collector.filesystem.ignored-fs-types=^(nfs|tmpfs)$ --collector.processes
root     277821      1  7 Jan06 ?        03:49:39 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
